gene_id,gene_symbol,chromosome,start_pos,end_pos
Gene_1300,GENE1300,chr2,14977,187888
Gene_1301,GENE1301,chr21,4242,189408
Gene_1302,GENE1302,chr5,33339,120666
Gene_1303,GENE1303,chr16,12722,107435
Gene_1304,GENE1304,chr4,72686,176993
Gene_1305,GENE1305,chr4,60195,186705
Gene_1306,GENE1306,chr3,91814,148325
Gene_1307,GENE1307,chr7,53497,104782
Gene_1308,GENE1308,chr21,4456,130949
Gene_1309,GENE1309,chr16,13418,125220
Gene_1310,GENE1310,chr9,42254,152954
Gene_1311,GENE1311,chr15,17779,198445
Gene_1312,GENE1312,chr21,37744,169356
Gene_1313,GENE1313,chr8,72744,102417
Gene_1314,GENE1314,chr4,49640,151257
Gene_1315,GENE1315,chr10,9655,160000
Gene_1316,GENE1316,chr20,6383,187571
Gene_1317,GENE1317,chr7,53847,143485
Gene_1318,GENE1318,chr16,66420,174133
Gene_1319,GENE1319,chr20,56704,171628
Gene_1320,GENE1320,chr22,82317,191163
Gene_1321,GENE1321,chr9,96583,193678
Gene_1322,GENE1322,chr8,47596,149919
Gene_1323,GENE1323,chr14,80758,188180
Gene_1324,GENE1324,chr16,61939,176940
Gene_1325,GENE1325,chr16,60965,180595
Gene_1326,GENE1326,chr11,30420,161614
Gene_1327,GENE1327,chr2,14674,155905
Gene_1328,GENE1328,chr19,11351,131713
Gene_1329,GENE1329,chr16,27515,180133
Gene_1330,GENE1330,chr9,90149,136557
Gene_1331,GENE1331,chr22,71256,124356
Gene_1332,GENE1332,chr15,32218,157130
Gene_1333,GENE1333,chr14,4661,176731
Gene_1334,GENE1334,chr5,96731,148094
Gene_1335,GENE1335,chr16,6530,124398
Gene_1336,GENE1336,chr2,92188,140992
Gene_1337,GENE1337,chr2,96254,114790
Gene_1338,GENE1338,chr6,50319,144339
Gene_1339,GENE1339,chr9,72054,189409
Gene_1340,GENE1340,chr21,90034,149882
Gene_1341,GENE1341,chr1,93909,136675
Gene_1342,GENE1342,chr4,14924,161912
Gene_1343,GENE1343,chr16,3784,175566
Gene_1344,GENE1344,chr22,17296,122987
Gene_1345,GENE1345,chr20,11330,151345
Gene_1346,GENE1346,chr3,62007,101407
Gene_1347,GENE1347,chr14,71069,163891
Gene_1348,GENE1348,chr9,98357,135727
Gene_1349,GENE1349,chr2,46276,147527
Gene_1350,GENE1350,chr10,77110,170214
Gene_1351,GENE1351,chr21,79223,152181
Gene_1352,GENE1352,chr21,3709,191062
Gene_1353,GENE1353,chr8,13158,130479
Gene_1354,GENE1354,chr20,71692,134969
Gene_1355,GENE1355,chr8,8974,111249
Gene_1356,GENE1356,chr10,62839,149867
Gene_1357,GENE1357,chr4,34151,126944
Gene_1358,GENE1358,chr4,83966,160532
Gene_1359,GENE1359,chr20,31850,134481
Gene_1360,GENE1360,chr8,98869,111869
Gene_1361,GENE1361,chr18,91183,168670
Gene_1362,GENE1362,chr19,44612,176429
Gene_1363,GENE1363,chr9,15086,128455
Gene_1364,GENE1364,chr6,74108,104078
Gene_1365,GENE1365,chr21,41622,181904
Gene_1366,GENE1366,chr9,39475,121322
Gene_1367,GENE1367,chr14,77325,169370
Gene_1368,GENE1368,chr5,84298,171672
Gene_1369,GENE1369,chr12,21672,147418
Gene_1370,GENE1370,chr1,79585,156580
Gene_1371,GENE1371,chr11,44569,127055
Gene_1372,GENE1372,chr5,62059,178999
Gene_1373,GENE1373,chr2,57289,130450
Gene_1374,GENE1374,chr10,90341,141650
Gene_1375,GENE1375,chr3,61499,134584
Gene_1376,GENE1376,chr14,77922,127288
Gene_1377,GENE1377,chr6,47968,144362
Gene_1378,GENE1378,chr19,9009,189682
Gene_1379,GENE1379,chr13,88367,140349
Gene_1380,GENE1380,chr4,47881,115372
Gene_1381,GENE1381,chr6,57782,119166
Gene_1382,GENE1382,chr1,3472,175771
Gene_1383,GENE1383,chr7,19626,174055
Gene_1384,GENE1384,chr1,79490,189157
Gene_1385,GENE1385,chr22,32510,178157
Gene_1386,GENE1386,chr5,18844,179132
Gene_1387,GENE1387,chr18,98728,194430
Gene_1388,GENE1388,chr3,7735,127605
Gene_1389,GENE1389,chr17,55962,182276
Gene_1390,GENE1390,chr1,68944,115138
Gene_1391,GENE1391,chr11,38629,191064
Gene_1392,GENE1392,chr19,29652,104636
Gene_1393,GENE1393,chr7,35502,158051
Gene_1394,GENE1394,chr5,42607,157103
Gene_1395,GENE1395,chr8,48118,186902
Gene_1396,GENE1396,chr22,63673,146783
Gene_1397,GENE1397,chr20,2573,157770
Gene_1398,GENE1398,chr19,9226,197795
Gene_1399,GENE1399,chr2,72057,134908
Gene_1400,GENE1400,chr10,82157,191287
Gene_1401,GENE1401,chr12,66454,151286
Gene_1402,GENE1402,chr15,56454,138764
Gene_1403,GENE1403,chr2,15655,112701
Gene_1404,GENE1404,chr2,80056,114909
Gene_1405,GENE1405,chr13,28683,191402
Gene_1406,GENE1406,chr10,17246,170018
Gene_1407,GENE1407,chr16,77637,189990
Gene_1408,GENE1408,chr17,77378,188228
Gene_1409,GENE1409,chr16,97585,111916
Gene_1410,GENE1410,chr19,10747,154173
Gene_1411,GENE1411,chr4,49563,130544
Gene_1412,GENE1412,chr15,50224,147480
Gene_1413,GENE1413,chr7,80994,137481
Gene_1414,GENE1414,chr1,79776,125285
Gene_1415,GENE1415,chr13,45970,139789
Gene_1416,GENE1416,chr12,37494,135767
Gene_1417,GENE1417,chr16,66342,109912
Gene_1418,GENE1418,chr13,61101,183471
Gene_1419,GENE1419,chr14,63811,155751
Gene_1420,GENE1420,chr13,80362,151299
Gene_1421,GENE1421,chr10,52888,112387
Gene_1422,GENE1422,chr9,67636,186531
Gene_1423,GENE1423,chr17,50749,122571
Gene_1424,GENE1424,chr10,11575,189656
Gene_1425,GENE1425,chr21,66519,193826
Gene_1426,GENE1426,chr14,39652,108720
Gene_1427,GENE1427,chr4,43842,178594
Gene_1428,GENE1428,chr18,64305,153064
Gene_1429,GENE1429,chr7,98681,189814
Gene_1430,GENE1430,chr10,8137,157899
Gene_1431,GENE1431,chr17,77317,154891
Gene_1432,GENE1432,chr3,81172,162562
Gene_1433,GENE1433,chr1,29463,190119
Gene_1434,GENE1434,chr8,59410,185891
Gene_1435,GENE1435,chr6,46160,188217
Gene_1436,GENE1436,chr19,15436,174826
Gene_1437,GENE1437,chr8,69956,115388
Gene_1438,GENE1438,chr1,29812,165567
Gene_1439,GENE1439,chr15,68480,169016
Gene_1440,GENE1440,chr10,79533,165839
Gene_1441,GENE1441,chr17,73167,122047
Gene_1442,GENE1442,chr1,98571,115888
Gene_1443,GENE1443,chr11,17016,154050
Gene_1444,GENE1444,chr8,60306,172742
Gene_1445,GENE1445,chr17,58405,117989
Gene_1446,GENE1446,chr2,95798,186908
Gene_1447,GENE1447,chr1,23179,194451
Gene_1448,GENE1448,chr21,52343,123468
Gene_1449,GENE1449,chr1,14138,151640
Gene_1450,GENE1450,chr7,10255,138338
Gene_1451,GENE1451,chr21,73463,100696
Gene_1452,GENE1452,chr14,92995,180980
Gene_1453,GENE1453,chr4,64171,161930
Gene_1454,GENE1454,chr1,84240,122068
Gene_1455,GENE1455,chr19,53020,176568
Gene_1456,GENE1456,chr12,34310,184183
Gene_1457,GENE1457,chr22,48789,193240
Gene_1458,GENE1458,chr21,94944,136317
Gene_1459,GENE1459,chr18,62194,199391
Gene_1460,GENE1460,chr3,3916,140642
Gene_1461,GENE1461,chr9,71899,128796
Gene_1462,GENE1462,chr14,94306,134495
Gene_1463,GENE1463,chr8,32822,179355
Gene_1464,GENE1464,chr19,48519,196217
Gene_1465,GENE1465,chr18,29960,180912
Gene_1466,GENE1466,chr1,30244,175956
Gene_1467,GENE1467,chr20,73838,117299
Gene_1468,GENE1468,chr12,23876,137273
Gene_1469,GENE1469,chr12,63233,102410
Gene_1470,GENE1470,chr18,24174,123018
Gene_1471,GENE1471,chr21,19904,146804
Gene_1472,GENE1472,chr2,53279,158397
Gene_1473,GENE1473,chr20,31366,199518
Gene_1474,GENE1474,chr14,18810,132736
Gene_1475,GENE1475,chr22,18866,183479
Gene_1476,GENE1476,chr22,93079,189509
Gene_1477,GENE1477,chr7,24668,173577
Gene_1478,GENE1478,chr1,27794,172581
Gene_1479,GENE1479,chr2,47237,192522
Gene_1480,GENE1480,chr4,62131,152869
Gene_1481,GENE1481,chr6,19663,108112
Gene_1482,GENE1482,chr19,16075,191202
Gene_1483,GENE1483,chr4,55213,107213
Gene_1484,GENE1484,chr13,12624,139494
Gene_1485,GENE1485,chr14,89695,176904
Gene_1486,GENE1486,chr16,66331,172996
Gene_1487,GENE1487,chr5,1785,164784
Gene_1488,GENE1488,chr1,34371,147731
Gene_1489,GENE1489,chr10,98709,199569
Gene_1490,GENE1490,chr5,30947,199834
Gene_1491,GENE1491,chr4,66922,147971
Gene_1492,GENE1492,chr16,39031,106300
Gene_1493,GENE1493,chr22,84106,192880
Gene_1494,GENE1494,chr4,82790,160960
Gene_1495,GENE1495,chr1,79217,196510
Gene_1496,GENE1496,chr13,97812,190565
Gene_1497,GENE1497,chr15,42242,168075
Gene_1498,GENE1498,chr18,78060,197832
Gene_1499,GENE1499,chr21,54200,182204
Gene_1500,GENE1500,chr2,84649,152578
Gene_1501,GENE1501,chr2,13284,137812
Gene_1502,GENE1502,chr12,17133,181892
Gene_1503,GENE1503,chr12,58176,113464
Gene_1504,GENE1504,chr13,35792,133653
Gene_1505,GENE1505,chr20,74016,141253
Gene_1506,GENE1506,chr6,18118,123007
Gene_1507,GENE1507,chr11,55728,194317
Gene_1508,GENE1508,chr15,83315,179049
Gene_1509,GENE1509,chr8,68664,101517
Gene_1510,GENE1510,chr8,28984,146333
Gene_1511,GENE1511,chr14,85869,153553
Gene_1512,GENE1512,chr17,7897,169757
Gene_1513,GENE1513,chr6,18347,142062
Gene_1514,GENE1514,chr16,23404,133922
Gene_1515,GENE1515,chr5,46493,100960
Gene_1516,GENE1516,chr16,54917,161363
Gene_1517,GENE1517,chr3,94668,109971
Gene_1518,GENE1518,chr4,38952,190120
Gene_1519,GENE1519,chr16,31565,130131
Gene_1520,GENE1520,chr7,22876,170475
Gene_1521,GENE1521,chr1,97468,175958
Gene_1522,GENE1522,chr9,29758,159951
Gene_1523,GENE1523,chr13,26781,143553
Gene_1524,GENE1524,chr9,63693,190828
Gene_1525,GENE1525,chr19,41875,160566
Gene_1526,GENE1526,chr19,60622,150132
Gene_1527,GENE1527,chr10,98600,131776
Gene_1528,GENE1528,chr12,62835,173068
Gene_1529,GENE1529,chr18,58707,109423
Gene_1530,GENE1530,chr5,31208,153963
Gene_1531,GENE1531,chr14,88923,133780
Gene_1532,GENE1532,chr5,91560,104015
Gene_1533,GENE1533,chr10,35968,192343
Gene_1534,GENE1534,chr21,73233,167972
Gene_1535,GENE1535,chr8,26449,162034
Gene_1536,GENE1536,chr9,41738,188149
Gene_1537,GENE1537,chr6,96731,169655
Gene_1538,GENE1538,chr3,89538,172508
Gene_1539,GENE1539,chr22,59392,190194
Gene_1540,GENE1540,chr8,9737,189783
Gene_1541,GENE1541,chr22,14972,169874
Gene_1542,GENE1542,chr9,75516,151037
Gene_1543,GENE1543,chr6,70150,119861
Gene_1544,GENE1544,chr12,91914,143491
Gene_1545,GENE1545,chr9,39951,104263
Gene_1546,GENE1546,chr18,8698,147668
Gene_1547,GENE1547,chr4,47055,195894
Gene_1548,GENE1548,chr19,78774,152711
Gene_1549,GENE1549,chr6,93333,109413
Gene_1550,GENE1550,chr11,77973,153249
Gene_1551,GENE1551,chr22,60407,155029
Gene_1552,GENE1552,chr19,32493,156138
Gene_1553,GENE1553,chr20,40433,197374
Gene_1554,GENE1554,chr2,66111,104378
Gene_1555,GENE1555,chr2,1582,117367
Gene_1556,GENE1556,chr16,72829,148832
Gene_1557,GENE1557,chr8,73187,170569
Gene_1558,GENE1558,chr11,40833,154924
Gene_1559,GENE1559,chr22,82132,115419
Gene_1560,GENE1560,chr22,58681,190148
Gene_1561,GENE1561,chr13,32860,115317
Gene_1562,GENE1562,chr1,48308,179556
Gene_1563,GENE1563,chr4,6101,146901
Gene_1564,GENE1564,chr22,43720,167105
Gene_1565,GENE1565,chr17,59454,143279
Gene_1566,GENE1566,chr15,70269,111868
Gene_1567,GENE1567,chr21,48454,160457
Gene_1568,GENE1568,chr21,44129,183114
Gene_1569,GENE1569,chr12,10241,163882
Gene_1570,GENE1570,chr2,97907,102374
Gene_1571,GENE1571,chr2,90237,126236
Gene_1572,GENE1572,chr19,67661,116133
Gene_1573,GENE1573,chr17,7471,159959
Gene_1574,GENE1574,chr12,14928,136855
Gene_1575,GENE1575,chr17,57411,185339
Gene_1576,GENE1576,chr19,41495,171102
Gene_1577,GENE1577,chr8,55233,113156
Gene_1578,GENE1578,chr11,50597,113050
Gene_1579,GENE1579,chr9,88440,170758
Gene_1580,GENE1580,chr11,49861,137744
Gene_1581,GENE1581,chr9,93655,103851
Gene_1582,GENE1582,chr19,93468,132045
Gene_1583,GENE1583,chr6,12063,123898
Gene_1584,GENE1584,chr14,45719,140347
Gene_1585,GENE1585,chr18,11357,114752
Gene_1586,GENE1586,chr8,6575,191148
Gene_1587,GENE1587,chr19,97968,151796
Gene_1588,GENE1588,chr22,95101,141079
Gene_1589,GENE1589,chr16,63386,111145
Gene_1590,GENE1590,chr18,23781,180564
Gene_1591,GENE1591,chr1,14706,112539
Gene_1592,GENE1592,chr3,7169,161134
Gene_1593,GENE1593,chr19,78468,125125
Gene_1594,GENE1594,chr7,1903,115097
Gene_1595,GENE1595,chr13,43687,161489
Gene_1596,GENE1596,chr9,17666,158714
Gene_1597,GENE1597,chr17,21907,121693
Gene_1598,GENE1598,chr15,77155,199980
Gene_1599,GENE1599,chr15,42745,169025
Gene_1600,GENE1600,chr11,67913,120795
Gene_1601,GENE1601,chr12,57855,129804
Gene_1602,GENE1602,chr6,9697,164676
Gene_1603,GENE1603,chr14,29247,118187
Gene_1604,GENE1604,chr20,66019,116105
Gene_1605,GENE1605,chr10,7800,185168
Gene_1606,GENE1606,chr17,70072,168527
Gene_1607,GENE1607,chr7,66722,175460
Gene_1608,GENE1608,chr15,89565,156060
Gene_1609,GENE1609,chr5,46848,172423
Gene_1610,GENE1610,chr7,75175,160916
Gene_1611,GENE1611,chr4,74633,145552
Gene_1612,GENE1612,chr6,99323,157939
Gene_1613,GENE1613,chr17,23785,152679
Gene_1614,GENE1614,chr21,3292,119516
Gene_1615,GENE1615,chr1,84948,119569
Gene_1616,GENE1616,chr19,48479,163146
Gene_1617,GENE1617,chr20,11864,140239
Gene_1618,GENE1618,chr20,22163,131507
Gene_1619,GENE1619,chr1,59189,165032
Gene_1620,GENE1620,chr10,12712,151131
Gene_1621,GENE1621,chr8,37549,189718
Gene_1622,GENE1622,chr20,83667,160925
Gene_1623,GENE1623,chr12,80599,148489
Gene_1624,GENE1624,chr10,87861,117066
Gene_1625,GENE1625,chr3,74311,113379
Gene_1626,GENE1626,chr11,87456,106677
Gene_1627,GENE1627,chr18,15861,192595
Gene_1628,GENE1628,chr1,37282,134682
Gene_1629,GENE1629,chr17,87858,190182
Gene_1630,GENE1630,chr14,60366,193422
Gene_1631,GENE1631,chr14,99368,162994
Gene_1632,GENE1632,chr14,23480,166408
Gene_1633,GENE1633,chr14,90872,137160
Gene_1634,GENE1634,chr22,37792,124117
Gene_1635,GENE1635,chr2,91455,151815
Gene_1636,GENE1636,chr21,65903,145925
Gene_1637,GENE1637,chr1,57544,197563
Gene_1638,GENE1638,chr8,98349,149440
Gene_1639,GENE1639,chr6,5746,104677
Gene_1640,GENE1640,chr13,75051,188889
Gene_1641,GENE1641,chr19,94403,128748
Gene_1642,GENE1642,chr8,31830,187705
Gene_1643,GENE1643,chr2,71898,165297
Gene_1644,GENE1644,chr17,48500,155783
Gene_1645,GENE1645,chr2,1184,147090
Gene_1646,GENE1646,chr18,62940,168243
Gene_1647,GENE1647,chr4,40166,146426
Gene_1648,GENE1648,chr17,76190,143822
Gene_1649,GENE1649,chr10,80641,110934
Gene_1650,GENE1650,chr22,51442,123317
Gene_1651,GENE1651,chr13,91743,131727
Gene_1652,GENE1652,chr8,76494,101724
Gene_1653,GENE1653,chr20,68858,165117
Gene_1654,GENE1654,chr10,77535,166390
Gene_1655,GENE1655,chr11,67022,168715
Gene_1656,GENE1656,chr21,45698,114214
Gene_1657,GENE1657,chr14,50608,181857
Gene_1658,GENE1658,chr14,56913,170561
Gene_1659,GENE1659,chr5,82632,196879
Gene_1660,GENE1660,chr11,61272,129750
Gene_1661,GENE1661,chr19,92670,112565
Gene_1662,GENE1662,chr1,26319,142589
Gene_1663,GENE1663,chr4,11578,147943
Gene_1664,GENE1664,chr20,43992,183138
Gene_1665,GENE1665,chr16,30224,112808
Gene_1666,GENE1666,chr9,59829,193440
Gene_1667,GENE1667,chr5,7260,157194
Gene_1668,GENE1668,chr12,75847,112577
Gene_1669,GENE1669,chr10,61541,146425
Gene_1670,GENE1670,chr17,79942,186521
Gene_1671,GENE1671,chr9,51547,126548
Gene_1672,GENE1672,chr19,8190,120250
Gene_1673,GENE1673,chr14,20464,109430
Gene_1674,GENE1674,chr6,85203,185532
Gene_1675,GENE1675,chr4,72735,189882
Gene_1676,GENE1676,chr9,62202,159282
Gene_1677,GENE1677,chr2,63721,158029
Gene_1678,GENE1678,chr5,38578,148148
Gene_1679,GENE1679,chr7,55107,105783
Gene_1680,GENE1680,chr1,74929,162493
Gene_1681,GENE1681,chr11,46928,181792
Gene_1682,GENE1682,chr5,54886,116949
Gene_1683,GENE1683,chr1,15804,161284
Gene_1684,GENE1684,chr3,63639,121462
Gene_1685,GENE1685,chr15,81787,173718
Gene_1686,GENE1686,chr20,98301,100880
Gene_1687,GENE1687,chr13,85656,152790
Gene_1688,GENE1688,chr20,15598,194891
Gene_1689,GENE1689,chr11,28849,115993
Gene_1690,GENE1690,chr19,66764,186920
Gene_1691,GENE1691,chr19,84513,160700
Gene_1692,GENE1692,chr7,52660,166637
Gene_1693,GENE1693,chr9,5784,189034
Gene_1694,GENE1694,chr13,66539,170899
Gene_1695,GENE1695,chr1,59115,147058
Gene_1696,GENE1696,chr15,88513,160371
Gene_1697,GENE1697,chr14,60578,196808
Gene_1698,GENE1698,chr14,68088,148665
Gene_1699,GENE1699,chr2,95782,105472
Gene_1700,GENE1700,chr4,7033,137673
Gene_1701,GENE1701,chr1,25749,146753
Gene_1702,GENE1702,chr8,55828,144685
Gene_1703,GENE1703,chr12,17226,189548
Gene_1704,GENE1704,chr6,23828,185492
Gene_1705,GENE1705,chr22,31386,182331
Gene_1706,GENE1706,chr8,98552,119635
Gene_1707,GENE1707,chr17,62287,155847
Gene_1708,GENE1708,chr4,35835,120753
Gene_1709,GENE1709,chr8,50015,139135
Gene_1710,GENE1710,chr17,9439,174231
Gene_1711,GENE1711,chr18,72772,192066
Gene_1712,GENE1712,chr21,44838,124956
Gene_1713,GENE1713,chr6,75824,104048
Gene_1714,GENE1714,chr21,17069,168441
Gene_1715,GENE1715,chr13,97873,100468
Gene_1716,GENE1716,chr6,80405,141499
Gene_1717,GENE1717,chr10,30545,122097
Gene_1718,GENE1718,chr13,16417,194225
Gene_1719,GENE1719,chr3,30686,154713
Gene_1720,GENE1720,chr19,11285,188474
Gene_1721,GENE1721,chr9,67136,176392
Gene_1722,GENE1722,chr22,5537,109305
Gene_1723,GENE1723,chr18,44856,112113
Gene_1724,GENE1724,chr12,27653,130158
Gene_1725,GENE1725,chr9,63450,136307
Gene_1726,GENE1726,chr10,8096,135182
Gene_1727,GENE1727,chr21,27143,129473
Gene_1728,GENE1728,chr16,27495,155563
Gene_1729,GENE1729,chr8,51300,123310
Gene_1730,GENE1730,chr2,23606,122194
Gene_1731,GENE1731,chr13,21579,109233
Gene_1732,GENE1732,chr21,39972,173755
Gene_1733,GENE1733,chr6,32795,141149
Gene_1734,GENE1734,chr4,97297,168805
Gene_1735,GENE1735,chr18,7826,109410
Gene_1736,GENE1736,chr3,96682,181651
Gene_1737,GENE1737,chr3,18608,188941
Gene_1738,GENE1738,chr19,1485,129230
Gene_1739,GENE1739,chr16,34663,116461
Gene_1740,GENE1740,chr15,23436,112740
Gene_1741,GENE1741,chr3,47415,164210
Gene_1742,GENE1742,chr6,35944,146566
Gene_1743,GENE1743,chr15,68964,129006
Gene_1744,GENE1744,chr8,91363,111290
Gene_1745,GENE1745,chr11,51724,107356
Gene_1746,GENE1746,chr6,52982,129308
Gene_1747,GENE1747,chr18,26206,192498
Gene_1748,GENE1748,chr1,24616,124121
Gene_1749,GENE1749,chr17,11183,150119
Gene_1750,GENE1750,chr12,7182,175104
Gene_1751,GENE1751,chr5,95620,144760
Gene_1752,GENE1752,chr19,90639,165121
Gene_1753,GENE1753,chr22,41878,129833
Gene_1754,GENE1754,chr20,54897,174117
Gene_1755,GENE1755,chr2,63923,164653
Gene_1756,GENE1756,chr2,37843,193050
Gene_1757,GENE1757,chr19,55889,199018
Gene_1758,GENE1758,chr11,27709,143199
Gene_1759,GENE1759,chr8,41856,144714
Gene_1760,GENE1760,chr7,99388,124636
Gene_1761,GENE1761,chr19,50415,104849
Gene_1762,GENE1762,chr7,71460,137457
Gene_1763,GENE1763,chr2,22857,158535
Gene_1764,GENE1764,chr17,2524,173168
Gene_1765,GENE1765,chr7,70219,167137
Gene_1766,GENE1766,chr17,47962,170102
Gene_1767,GENE1767,chr14,75758,109012
Gene_1768,GENE1768,chr20,24742,121235
Gene_1769,GENE1769,chr11,97719,165176
Gene_1770,GENE1770,chr20,20739,130527
Gene_1771,GENE1771,chr9,49579,157282
Gene_1772,GENE1772,chr10,41478,123177
Gene_1773,GENE1773,chr11,6123,191012
Gene_1774,GENE1774,chr10,74031,117997
Gene_1775,GENE1775,chr1,79638,145299
Gene_1776,GENE1776,chr20,1660,171726
Gene_1777,GENE1777,chr2,9745,190671
Gene_1778,GENE1778,chr1,4730,169161
Gene_1779,GENE1779,chr14,44322,119152
Gene_1780,GENE1780,chr18,95869,156079
Gene_1781,GENE1781,chr2,52334,134355
Gene_1782,GENE1782,chr7,67711,166927
Gene_1783,GENE1783,chr6,3086,174453
Gene_1784,GENE1784,chr16,33988,170085
Gene_1785,GENE1785,chr11,93584,162532
Gene_1786,GENE1786,chr8,71395,120251
Gene_1787,GENE1787,chr3,86088,168918
Gene_1788,GENE1788,chr19,91607,186748
Gene_1789,GENE1789,chr5,45483,154193
Gene_1790,GENE1790,chr4,26138,176547
Gene_1791,GENE1791,chr3,48983,140285
Gene_1792,GENE1792,chr18,97503,104590
Gene_1793,GENE1793,chr22,18766,157334
Gene_1794,GENE1794,chr19,93271,164833
Gene_1795,GENE1795,chr12,44287,190503
Gene_1796,GENE1796,chr20,59874,179078
Gene_1797,GENE1797,chr3,68320,118929
Gene_1798,GENE1798,chr18,10340,172689
Gene_1799,GENE1799,chr6,93780,154888
Gene_1800,GENE1800,chr8,62251,191970
Gene_1801,GENE1801,chr1,13239,120064
Gene_1802,GENE1802,chr18,4390,150363
Gene_1803,GENE1803,chr7,27787,123880
Gene_1804,GENE1804,chr3,28762,195729
Gene_1805,GENE1805,chr17,2031,127208
Gene_1806,GENE1806,chr18,57346,142110
Gene_1807,GENE1807,chr6,81067,109398
Gene_1808,GENE1808,chr13,10571,173176
Gene_1809,GENE1809,chr21,76733,133371
Gene_1810,GENE1810,chr5,11489,158563
Gene_1811,GENE1811,chr10,67854,190480
Gene_1812,GENE1812,chr16,9287,119735
Gene_1813,GENE1813,chr7,22854,189599
Gene_1814,GENE1814,chr1,97185,182430
Gene_1815,GENE1815,chr5,55763,190804
Gene_1816,GENE1816,chr6,88203,117680
Gene_1817,GENE1817,chr17,56263,142181
Gene_1818,GENE1818,chr7,67979,146857
Gene_1819,GENE1819,chr7,87532,185492
Gene_1820,GENE1820,chr18,15635,152552
Gene_1821,GENE1821,chr21,94950,192401
Gene_1822,GENE1822,chr16,6339,189999
Gene_1823,GENE1823,chr17,25083,138407
Gene_1824,GENE1824,chr17,62355,173902
Gene_1825,GENE1825,chr17,80324,177120
Gene_1826,GENE1826,chr7,84783,152698
Gene_1827,GENE1827,chr5,59354,123832
Gene_1828,GENE1828,chr8,70883,152572
Gene_1829,GENE1829,chr1,16173,175646
Gene_1830,GENE1830,chr11,63914,167496
Gene_1831,GENE1831,chr13,73624,102091
Gene_1832,GENE1832,chr22,16956,146439
Gene_1833,GENE1833,chr11,92134,169823
Gene_1834,GENE1834,chr6,61971,118796
Gene_1835,GENE1835,chr11,96382,197551
Gene_1836,GENE1836,chr2,23000,134059
Gene_1837,GENE1837,chr21,71537,176771
Gene_1838,GENE1838,chr2,79462,112511
Gene_1839,GENE1839,chr9,32147,156257
Gene_1840,GENE1840,chr11,81014,137377
Gene_1841,GENE1841,chr9,78162,177138
Gene_1842,GENE1842,chr2,33758,160997
Gene_1843,GENE1843,chr15,60886,185950
Gene_1844,GENE1844,chr20,68951,125567
Gene_1845,GENE1845,chr9,30099,173941
Gene_1846,GENE1846,chr17,1296,118566
Gene_1847,GENE1847,chr2,56000,181728
Gene_1848,GENE1848,chr1,85377,148496
Gene_1849,GENE1849,chr13,15146,185634
Gene_1850,GENE1850,chr3,37483,156625
Gene_1851,GENE1851,chr12,26564,129484
Gene_1852,GENE1852,chr1,41851,194218
Gene_1853,GENE1853,chr11,43246,163692
Gene_1854,GENE1854,chr22,81932,165192
Gene_1855,GENE1855,chr21,86732,176017
Gene_1856,GENE1856,chr22,59319,139098
Gene_1857,GENE1857,chr6,25021,193804
Gene_1858,GENE1858,chr10,24683,107464
Gene_1859,GENE1859,chr12,84007,117242
Gene_1860,GENE1860,chr11,32976,190087
Gene_1861,GENE1861,chr13,46886,164370
Gene_1862,GENE1862,chr6,3286,138199
Gene_1863,GENE1863,chr22,35088,169989
Gene_1864,GENE1864,chr13,76270,119901
Gene_1865,GENE1865,chr9,94639,114675
Gene_1866,GENE1866,chr7,34685,155017
Gene_1867,GENE1867,chr9,63075,136403
Gene_1868,GENE1868,chr22,48693,199576
Gene_1869,GENE1869,chr1,14715,180678
Gene_1870,GENE1870,chr9,93709,196179
Gene_1871,GENE1871,chr1,82577,161044
Gene_1872,GENE1872,chr16,27398,110173
Gene_1873,GENE1873,chr19,68424,154870
Gene_1874,GENE1874,chr19,14979,125995
Gene_1875,GENE1875,chr8,71490,184035
Gene_1876,GENE1876,chr4,62393,130595
Gene_1877,GENE1877,chr6,51642,177425
Gene_1878,GENE1878,chr10,20194,103637
Gene_1879,GENE1879,chr9,13691,172370
Gene_1880,GENE1880,chr18,68444,196878
Gene_1881,GENE1881,chr18,46030,141498
Gene_1882,GENE1882,chr21,40207,161398
Gene_1883,GENE1883,chr18,71525,196262
Gene_1884,GENE1884,chr18,92249,181805
Gene_1885,GENE1885,chr18,67411,161806
Gene_1886,GENE1886,chr11,28566,197949
Gene_1887,GENE1887,chr22,43039,150879
Gene_1888,GENE1888,chr9,60513,161494
Gene_1889,GENE1889,chr20,9771,167511
Gene_1890,GENE1890,chr7,25298,159775
Gene_1891,GENE1891,chr13,26546,143505
Gene_1892,GENE1892,chr5,89903,133345
Gene_1893,GENE1893,chr8,12496,111144
Gene_1894,GENE1894,chr10,8563,161390
Gene_1895,GENE1895,chr8,6322,103664
Gene_1896,GENE1896,chr13,92719,120615
Gene_1897,GENE1897,chr6,11846,177093
Gene_1898,GENE1898,chr11,16129,165343
Gene_1899,GENE1899,chr13,27345,169340
Gene_1900,GENE1900,chr10,40691,120902
Gene_1901,GENE1901,chr21,25582,135810
Gene_1902,GENE1902,chr4,72800,166105
Gene_1903,GENE1903,chr2,2399,155576
Gene_1904,GENE1904,chr12,99002,180619
Gene_1905,GENE1905,chr7,12089,194520
Gene_1906,GENE1906,chr6,91886,126532
