peak_id,chromosome,start_pos,end_pos
Peak_1701,chr16,59157,186927
Peak_1702,chr22,97696,118115
Peak_1703,chr22,2946,181179
Peak_1704,chr16,45036,190031
Peak_1705,chr14,73742,100680
Peak_1706,chr7,11120,140238
Peak_1707,chr14,35472,109671
Peak_1708,chr14,71775,185588
Peak_1709,chr6,76067,130677
Peak_1710,chr8,58861,176459
Peak_1711,chr12,11203,148580
Peak_1712,chr6,54476,162117
Peak_1713,chr1,91507,130144
Peak_1714,chr4,73203,146364
Peak_1715,chr22,65102,120808
Peak_1716,chr16,12919,198531
Peak_1717,chr11,8330,197764
Peak_1718,chr17,79855,127160
Peak_1719,chr11,61928,117350
Peak_1720,chr21,65672,152479
Peak_1721,chr22,71084,142399
Peak_1722,chr4,5105,132757
Peak_1723,chr10,40879,107632
Peak_1724,chr6,9172,135958
Peak_1725,chr13,54521,180751
Peak_1726,chr18,32473,132327
Peak_1727,chr5,44380,101434
Peak_1728,chr9,97474,134527
Peak_1729,chr4,68614,183593
Peak_1730,chr12,81530,145188
Peak_1731,chr2,18741,178625
Peak_1732,chr11,19644,162074
Peak_1733,chr9,87521,108823
Peak_1734,chr17,53111,199079
Peak_1735,chr13,10428,189636
Peak_1736,chr3,36178,124761
Peak_1737,chr8,71529,178531
Peak_1738,chr4,33341,138269
Peak_1739,chr1,81123,193260
Peak_1740,chr11,25517,155945
Peak_1741,chr11,53897,134730
Peak_1742,chr8,62171,124263
Peak_1743,chr3,91965,113253
Peak_1744,chr13,87014,113088
Peak_1745,chr22,9947,173765
Peak_1746,chr18,39551,154959
Peak_1747,chr18,79491,168105
Peak_1748,chr17,38259,132434
Peak_1749,chr17,73674,168668
Peak_1750,chr13,48694,192599
Peak_1751,chr15,98686,143621
Peak_1752,chr12,32537,183349
Peak_1753,chr17,75895,173909
Peak_1754,chr4,48100,132354
Peak_1755,chr21,61646,114072
Peak_1756,chr14,44281,100993
Peak_1757,chr8,95171,113640
Peak_1758,chr21,87296,160008
Peak_1759,chr10,60492,197267
Peak_1760,chr10,93635,157336
Peak_1761,chr5,61196,170564
Peak_1762,chr12,5613,141811
Peak_1763,chr7,61474,116756
Peak_1764,chr20,92393,120852
Peak_1765,chr10,37541,142997
Peak_1766,chr2,64046,109825
Peak_1767,chr20,15913,146273
Peak_1768,chr9,49011,135729
Peak_1769,chr18,6969,168212
Peak_1770,chr1,21944,127117
Peak_1771,chr5,1541,145074
Peak_1772,chr4,73320,153140
Peak_1773,chr18,64503,175771
Peak_1774,chr3,19265,162792
Peak_1775,chr12,59440,135578
Peak_1776,chr2,43470,173132
Peak_1777,chr19,18880,159360
Peak_1778,chr9,68546,129583
Peak_1779,chr6,47196,195476
Peak_1780,chr20,23248,155892
Peak_1781,chr15,71430,154061
Peak_1782,chr16,77147,145092
Peak_1783,chr17,44070,148315
Peak_1784,chr5,6445,115683
Peak_1785,chr22,43667,114943
Peak_1786,chr18,55445,105114
Peak_1787,chr6,23522,186745
Peak_1788,chr12,6084,154070
Peak_1789,chr16,29415,192581
Peak_1790,chr11,82938,129039
Peak_1791,chr22,98942,100068
Peak_1792,chr8,30325,166025
Peak_1793,chr3,76394,123712
Peak_1794,chr19,95193,120238
Peak_1795,chr1,17108,182219
Peak_1796,chr7,57381,174905
Peak_1797,chr20,57053,132892
Peak_1798,chr5,22606,161063
Peak_1799,chr4,33465,136546
Peak_1800,chr22,22226,156858
Peak_1801,chr6,35033,145281
Peak_1802,chr13,24574,183410
Peak_1803,chr1,22263,141214
Peak_1804,chr7,43192,172950
Peak_1805,chr20,91347,190985
Peak_1806,chr18,1882,110232
Peak_1807,chr2,93472,188153
Peak_1808,chr12,21478,199174
Peak_1809,chr9,70096,121836
Peak_1810,chr21,88047,158141
Peak_1811,chr22,9837,120809
Peak_1812,chr10,50652,168135
Peak_1813,chr13,47190,138285
Peak_1814,chr2,82833,162772
Peak_1815,chr15,93437,107010
Peak_1816,chr17,41126,162121
Peak_1817,chr5,27009,160212
Peak_1818,chr18,75880,134964
Peak_1819,chr18,14072,108936
Peak_1820,chr10,94623,132988
Peak_1821,chr14,86090,195745
Peak_1822,chr20,12987,114777
Peak_1823,chr14,57760,174782
Peak_1824,chr17,15749,116586
Peak_1825,chr17,24484,115606
Peak_1826,chr4,88073,143801
Peak_1827,chr9,17409,166972
Peak_1828,chr18,52710,179994
Peak_1829,chr7,60670,135464
Peak_1830,chr1,42823,198452
Peak_1831,chr19,31985,193290
Peak_1832,chr8,17777,159092
Peak_1833,chr18,60586,146083
Peak_1834,chr4,30660,118124
Peak_1835,chr4,33608,103090
Peak_1836,chr2,43274,155983
Peak_1837,chr15,96085,136037
Peak_1838,chr6,96757,122779
Peak_1839,chr7,9563,180011
Peak_1840,chr17,74655,132628
Peak_1841,chr18,77540,129958
Peak_1842,chr7,65126,112897
Peak_1843,chr16,85864,170198
Peak_1844,chr22,91461,183309
Peak_1845,chr8,20891,185162
Peak_1846,chr16,86514,105404
Peak_1847,chr22,15796,145478
Peak_1848,chr12,88960,173397
Peak_1849,chr20,56052,103886
Peak_1850,chr17,85103,134470
Peak_1851,chr5,90505,146961
Peak_1852,chr13,22307,113252
Peak_1853,chr7,58172,100332
Peak_1854,chr11,57656,195392
Peak_1855,chr16,72236,146702
Peak_1856,chr16,36988,149218
Peak_1857,chr21,14090,190839
Peak_1858,chr14,27193,158039
Peak_1859,chr19,29436,138563
Peak_1860,chr11,6265,112555
Peak_1861,chr15,4406,180113
Peak_1862,chr13,83237,194491
Peak_1863,chr15,37853,166032
Peak_1864,chr16,49639,104097
Peak_1865,chr11,37725,139101
Peak_1866,chr22,95617,158502
Peak_1867,chr17,44485,161108
Peak_1868,chr3,81029,163314
Peak_1869,chr7,33049,155717
Peak_1870,chr16,68312,168399
Peak_1871,chr13,17217,117290
Peak_1872,chr19,97677,143849
Peak_1873,chr22,73007,119167
Peak_1874,chr14,81865,127336
Peak_1875,chr4,77075,105422
Peak_1876,chr6,72722,190439
Peak_1877,chr7,70606,163642
Peak_1878,chr5,70699,147178
Peak_1879,chr5,16171,113969
Peak_1880,chr1,38564,166721
Peak_1881,chr1,84148,117907
Peak_1882,chr9,51163,134783
Peak_1883,chr21,17628,185761
Peak_1884,chr12,89803,141595
Peak_1885,chr4,55474,170831
Peak_1886,chr4,4920,178190
Peak_1887,chr17,79337,121934
Peak_1888,chr11,85231,119290
Peak_1889,chr1,33735,131619
Peak_1890,chr10,89760,159413
Peak_1891,chr12,25041,154982
Peak_1892,chr6,69949,134567
Peak_1893,chr17,31214,106852
Peak_1894,chr11,98843,150065
Peak_1895,chr2,58949,117736
Peak_1896,chr4,35255,193845
Peak_1897,chr20,21082,169627
Peak_1898,chr7,26503,194608
Peak_1899,chr10,87193,159294
Peak_1900,chr16,24479,187641
Peak_1901,chr21,1069,129226
Peak_1902,chr20,54138,142004
Peak_1903,chr22,58760,161733
Peak_1904,chr6,27201,100855
Peak_1905,chr8,87848,128437
Peak_1906,chr9,53044,159769
Peak_1907,chr5,13410,129011
Peak_1908,chr1,42965,143946
Peak_1909,chr16,3571,167262
Peak_1910,chr14,67707,121766
Peak_1911,chr15,79415,183714
Peak_1912,chr15,71176,121944
Peak_1913,chr7,49146,198016
Peak_1914,chr21,21381,169601
Peak_1915,chr20,25968,148629
Peak_1916,chr18,5616,174061
Peak_1917,chr16,98794,140421
Peak_1918,chr6,29225,122530
Peak_1919,chr18,37282,134183
Peak_1920,chr21,43348,156602
Peak_1921,chr1,58211,124711
Peak_1922,chr12,11828,154030
Peak_1923,chr4,70567,107085
Peak_1924,chr19,68312,132821
Peak_1925,chr19,39613,177604
Peak_1926,chr19,22114,143349
Peak_1927,chr2,12370,163923
Peak_1928,chr13,18062,172004
Peak_1929,chr9,38543,103255
Peak_1930,chr20,30290,108399
Peak_1931,chr10,4708,118285
Peak_1932,chr21,83872,173209
Peak_1933,chr17,67787,181962
Peak_1934,chr22,28793,101190
Peak_1935,chr15,90949,157623
Peak_1936,chr13,74685,190571
Peak_1937,chr3,49310,171241
Peak_1938,chr3,89683,131809
Peak_1939,chr10,98841,108040
Peak_1940,chr9,35137,132973
Peak_1941,chr14,85527,165140
Peak_1942,chr21,12950,167940
Peak_1943,chr12,77538,118277
Peak_1944,chr17,66937,106416
Peak_1945,chr5,11570,123710
Peak_1946,chr9,87528,109725
Peak_1947,chr7,95474,179879
Peak_1948,chr2,88404,118888
Peak_1949,chr13,79207,107314
Peak_1950,chr10,26022,128215
Peak_1951,chr13,70186,189333
Peak_1952,chr1,23446,194935
Peak_1953,chr10,9388,170758
Peak_1954,chr3,71249,163592
Peak_1955,chr4,13919,184519
Peak_1956,chr20,47429,153155
Peak_1957,chr12,97654,194005
Peak_1958,chr3,48691,117519
Peak_1959,chr20,59762,182163
Peak_1960,chr15,64762,185489
Peak_1961,chr22,8920,147762
Peak_1962,chr11,10982,104749
Peak_1963,chr18,3052,121849
Peak_1964,chr3,58663,105553
Peak_1965,chr21,14981,177304
Peak_1966,chr21,47509,124728
Peak_1967,chr8,21424,170503
Peak_1968,chr12,1197,163422
Peak_1969,chr6,69760,181517
Peak_1970,chr21,99789,115756
Peak_1971,chr12,90643,150719
Peak_1972,chr13,71922,133209
Peak_1973,chr9,13202,140854
Peak_1974,chr2,1386,171924
Peak_1975,chr1,27539,177098
Peak_1976,chr16,35601,131385
Peak_1977,chr20,83907,170990
Peak_1978,chr22,29574,169083
Peak_1979,chr12,3482,144995
Peak_1980,chr14,32652,151518
Peak_1981,chr6,98174,172450
Peak_1982,chr21,8272,197161
Peak_1983,chr16,7297,155754
Peak_1984,chr5,26707,149192
Peak_1985,chr19,1592,128597
Peak_1986,chr2,74837,179459
Peak_1987,chr7,53645,169433
Peak_1988,chr22,84735,199082
Peak_1989,chr7,4896,100136
Peak_1990,chr20,54103,154173
Peak_1991,chr21,29341,172967
Peak_1992,chr3,10028,153023
Peak_1993,chr16,53950,188024
Peak_1994,chr6,97573,107262
Peak_1995,chr7,41777,159142
Peak_1996,chr13,35001,145487
Peak_1997,chr4,60906,198923
Peak_1998,chr8,17749,184595
Peak_1999,chr6,20860,122299
Peak_2000,chr3,71378,145861
Peak_2001,chr22,84010,165384
Peak_2002,chr1,34108,156997
Peak_2003,chr10,78715,138835
Peak_2004,chr2,35192,159991
Peak_2005,chr10,47853,113915
Peak_2006,chr17,1249,113258
Peak_2007,chr4,83166,178400
Peak_2008,chr5,40681,119327
Peak_2009,chr16,59006,149440
Peak_2010,chr20,77565,177790
Peak_2011,chr14,5971,192995
Peak_2012,chr1,22570,123999
Peak_2013,chr16,86103,164478
Peak_2014,chr6,88633,132040
Peak_2015,chr8,50464,184624
Peak_2016,chr22,64501,195783
Peak_2017,chr3,36868,182540
Peak_2018,chr19,16689,103955
Peak_2019,chr17,83771,172676
Peak_2020,chr14,75354,136156
Peak_2021,chr20,57694,110761
Peak_2022,chr18,29147,130968
Peak_2023,chr14,19933,119157
Peak_2024,chr18,15564,164436
Peak_2025,chr2,12193,121821
Peak_2026,chr19,19616,115861
Peak_2027,chr12,46061,137901
Peak_2028,chr3,45921,196929
Peak_2029,chr15,16730,161387
Peak_2030,chr11,65536,123510
Peak_2031,chr19,5840,147359
Peak_2032,chr8,4833,184475
Peak_2033,chr11,86119,133425
Peak_2034,chr22,4156,187367
Peak_2035,chr5,40377,142651
Peak_2036,chr22,24431,164517
Peak_2037,chr21,91721,108691
Peak_2038,chr21,61429,180752
Peak_2039,chr18,44936,118271
Peak_2040,chr7,83615,132922
Peak_2041,chr14,32192,165975
Peak_2042,chr2,67474,136610
Peak_2043,chr14,54880,189099
Peak_2044,chr4,22342,152052
Peak_2045,chr12,76231,191310
Peak_2046,chr10,48185,165288
Peak_2047,chr22,39645,192243
Peak_2048,chr3,23409,197374
Peak_2049,chr12,31999,112556
Peak_2050,chr2,60094,190690
Peak_2051,chr20,70271,179800
Peak_2052,chr3,83324,153327
Peak_2053,chr10,96080,177017
Peak_2054,chr4,16501,137584
Peak_2055,chr16,66333,184109
Peak_2056,chr1,43710,199559
Peak_2057,chr12,5821,103225
Peak_2058,chr11,77589,115339
Peak_2059,chr13,71751,192105
Peak_2060,chr3,85710,149834
Peak_2061,chr15,97729,118889
Peak_2062,chr20,94131,121483
Peak_2063,chr2,49111,155217
Peak_2064,chr11,13961,154572
Peak_2065,chr14,43536,112137
Peak_2066,chr2,58760,187112
Peak_2067,chr1,94403,106875
Peak_2068,chr22,28927,116184
Peak_2069,chr7,3072,105553
Peak_2070,chr5,29069,136858
Peak_2071,chr3,53267,103615
Peak_2072,chr9,85677,178000
Peak_2073,chr16,33143,110667
Peak_2074,chr11,38831,140109
Peak_2075,chr6,66624,182917
Peak_2076,chr5,45953,104737
Peak_2077,chr6,58393,116331
Peak_2078,chr18,97988,189872
Peak_2079,chr7,85592,118350
Peak_2080,chr15,5368,166664
Peak_2081,chr7,34327,104726
Peak_2082,chr22,98648,147475
Peak_2083,chr9,49477,130517
Peak_2084,chr1,17415,188610
Peak_2085,chr3,74525,154231
Peak_2086,chr7,89210,148409
Peak_2087,chr15,36527,157160
Peak_2088,chr12,62924,198728
Peak_2089,chr14,82164,103133
Peak_2090,chr10,39878,139300
Peak_2091,chr3,82891,114490
Peak_2092,chr10,61241,160562
Peak_2093,chr9,29594,177082
Peak_2094,chr2,72859,102169
Peak_2095,chr1,9090,172044
Peak_2096,chr9,12422,195074
Peak_2097,chr4,61054,174227
Peak_2098,chr15,98190,119135
Peak_2099,chr13,69528,101658
Peak_2100,chr14,77655,154168
Peak_2101,chr22,99492,111863
Peak_2102,chr15,51746,142344
Peak_2103,chr21,72470,196128
Peak_2104,chr2,84028,164378
Peak_2105,chr6,48287,142738
Peak_2106,chr16,9393,123068
Peak_2107,chr2,36940,102638
Peak_2108,chr7,35048,193043
Peak_2109,chr20,83094,158398
Peak_2110,chr17,56862,195609
Peak_2111,chr6,79921,177259
Peak_2112,chr3,50923,103599
Peak_2113,chr3,27612,103910
Peak_2114,chr16,17189,109720
Peak_2115,chr3,2362,179729
Peak_2116,chr14,94647,149987
Peak_2117,chr8,55401,108023
Peak_2118,chr11,71538,130872
Peak_2119,chr8,87785,162724
Peak_2120,chr8,2776,169952
Peak_2121,chr17,28998,176361
Peak_2122,chr18,12269,153146
Peak_2123,chr10,54862,129465
Peak_2124,chr9,55402,178475
Peak_2125,chr13,24509,104786
Peak_2126,chr22,13882,149497
Peak_2127,chr14,48279,122907
Peak_2128,chr13,19729,150294
Peak_2129,chr1,17795,119694
Peak_2130,chr15,79415,191853
Peak_2131,chr1,99840,178559
Peak_2132,chr13,54358,165783
Peak_2133,chr15,26707,126034
Peak_2134,chr4,85406,179334
Peak_2135,chr7,2707,126384
Peak_2136,chr10,10825,136883
Peak_2137,chr13,27320,188664
Peak_2138,chr1,26674,174266
Peak_2139,chr14,52885,115043
Peak_2140,chr13,92828,149058
Peak_2141,chr12,21613,194873
Peak_2142,chr8,66355,115446
Peak_2143,chr5,97538,181639
Peak_2144,chr7,72893,195371
Peak_2145,chr3,53615,193371
Peak_2146,chr6,84908,161185
Peak_2147,chr22,24583,103703
Peak_2148,chr19,11011,181683
Peak_2149,chr18,83191,143862
Peak_2150,chr2,8188,189348
Peak_2151,chr6,73946,154285
Peak_2152,chr21,75993,148991
Peak_2153,chr8,14835,186504
Peak_2154,chr1,78716,111133
Peak_2155,chr21,44005,193310
Peak_2156,chr1,65757,183834
Peak_2157,chr12,74490,160873
Peak_2158,chr1,50970,162117
Peak_2159,chr10,23266,172567
Peak_2160,chr13,33189,199541
Peak_2161,chr12,17233,100400
Peak_2162,chr9,81425,166279
Peak_2163,chr4,54360,174163
Peak_2164,chr11,90283,171201
Peak_2165,chr15,5864,140762
Peak_2166,chr11,43921,178178
Peak_2167,chr3,2186,133606
Peak_2168,chr11,49561,124850
Peak_2169,chr16,36186,160549
Peak_2170,chr20,91917,138879
Peak_2171,chr6,58210,150258
Peak_2172,chr19,13501,136947
Peak_2173,chr16,53417,153500
Peak_2174,chr6,17095,151380
Peak_2175,chr1,33947,104284
Peak_2176,chr8,24732,118202
Peak_2177,chr17,90649,152170
Peak_2178,chr17,6031,140466
Peak_2179,chr19,71485,191875
Peak_2180,chr7,32405,144391
Peak_2181,chr6,72912,139085
Peak_2182,chr18,12188,155522
Peak_2183,chr17,82015,148521
Peak_2184,chr19,98451,187698
Peak_2185,chr22,55548,150703
Peak_2186,chr16,87321,156338
Peak_2187,chr14,77787,110933
Peak_2188,chr8,40236,119548
Peak_2189,chr13,10821,184843
Peak_2190,chr9,48549,113843
Peak_2191,chr13,41614,133661
Peak_2192,chr11,40058,161408
Peak_2193,chr11,37488,141464
Peak_2194,chr18,19946,150801
Peak_2195,chr4,94655,180428
Peak_2196,chr10,29067,100953
Peak_2197,chr11,86874,132270
Peak_2198,chr18,14609,100145
Peak_2199,chr11,10730,165031
Peak_2200,chr14,6218,168332
Peak_2201,chr10,85053,153019
Peak_2202,chr3,3952,179580
Peak_2203,chr1,31484,121250
Peak_2204,chr6,59545,124224
Peak_2205,chr22,84367,108917
Peak_2206,chr8,37872,163797
Peak_2207,chr16,24598,174951
Peak_2208,chr4,64761,199780
Peak_2209,chr20,2672,181106
Peak_2210,chr16,94791,128080
Peak_2211,chr19,60311,175679
Peak_2212,chr17,22402,131849
Peak_2213,chr1,3275,165393
Peak_2214,chr17,94524,113511
Peak_2215,chr11,59390,194864
Peak_2216,chr9,45691,169215
Peak_2217,chr12,70570,118412
Peak_2218,chr11,51692,153495
Peak_2219,chr9,54908,197492
Peak_2220,chr9,79292,147062
Peak_2221,chr1,62566,113354
Peak_2222,chr12,89556,150567
Peak_2223,chr13,75365,141329
Peak_2224,chr17,6302,194188
Peak_2225,chr3,48475,193006
Peak_2226,chr9,69140,146040
Peak_2227,chr4,97552,120762
Peak_2228,chr22,17015,121732
Peak_2229,chr10,58482,151100
Peak_2230,chr11,7355,104981
Peak_2231,chr1,27082,126421
Peak_2232,chr15,55160,196560
Peak_2233,chr19,22897,121268
Peak_2234,chr6,49334,148023
Peak_2235,chr16,75628,106530
Peak_2236,chr21,41710,102597
Peak_2237,chr11,13906,108129
Peak_2238,chr9,66527,181966
Peak_2239,chr4,65293,110262
Peak_2240,chr7,68861,156142
Peak_2241,chr1,50527,110315
Peak_2242,chr8,19316,186153
Peak_2243,chr8,42031,149676
Peak_2244,chr18,91576,119448
Peak_2245,chr5,36327,149401
Peak_2246,chr20,12862,196474
Peak_2247,chr6,38811,148636
Peak_2248,chr12,29009,120893
Peak_2249,chr17,23708,107074
Peak_2250,chr1,41744,115582
Peak_2251,chr17,85208,164471
Peak_2252,chr4,44861,103493
Peak_2253,chr7,49241,117402
Peak_2254,chr20,61084,138741
Peak_2255,chr7,4219,184913
Peak_2256,chr11,60376,173481
Peak_2257,chr1,10083,106707
Peak_2258,chr10,9274,167263
Peak_2259,chr7,89408,184923
Peak_2260,chr20,38941,183632
Peak_2261,chr17,44927,110574
Peak_2262,chr21,4473,134310
Peak_2263,chr15,99018,162896
Peak_2264,chr21,45931,181124
Peak_2265,chr2,46170,199633
Peak_2266,chr6,59287,111900
Peak_2267,chr13,93922,190275
Peak_2268,chr8,88987,171275
Peak_2269,chr2,59265,199431
Peak_2270,chr1,4143,129969
Peak_2271,chr17,43008,147032
Peak_2272,chr17,3091,130007
Peak_2273,chr13,2380,191467
Peak_2274,chr5,92454,174518
Peak_2275,chr17,1391,170453
Peak_2276,chr4,80625,196624
Peak_2277,chr1,89105,197618
Peak_2278,chr8,64272,164722
Peak_2279,chr8,96715,182548
Peak_2280,chr5,98182,111502
Peak_2281,chr12,11134,187606
Peak_2282,chr3,20997,171548
Peak_2283,chr18,66746,169100
Peak_2284,chr10,23467,189440
Peak_2285,chr20,82134,131446
Peak_2286,chr12,65764,197418
Peak_2287,chr13,48548,150929
Peak_2288,chr6,6695,129376
Peak_2289,chr3,45954,120552
Peak_2290,chr4,19058,166750
Peak_2291,chr15,19503,139384
Peak_2292,chr3,81642,171450
Peak_2293,chr12,63687,116981
Peak_2294,chr17,14727,176692
Peak_2295,chr10,85676,195041
Peak_2296,chr17,60247,109886
Peak_2297,chr2,71227,160013
Peak_2298,chr2,60351,105771
Peak_2299,chr19,96322,198519
Peak_2300,chr20,75574,185564
Peak_2301,chr17,31558,147467
Peak_2302,chr2,93878,143529
Peak_2303,chr22,62649,161651
Peak_2304,chr4,33905,193105
Peak_2305,chr22,3799,130670
Peak_2306,chr10,62739,155176
Peak_2307,chr6,49933,110204
Peak_2308,chr11,90140,117459
Peak_2309,chr5,14239,155801
Peak_2310,chr22,42266,158187
Peak_2311,chr19,76564,188579
Peak_2312,chr16,18646,112014
Peak_2313,chr2,46782,145233
Peak_2314,chr17,75820,177638
Peak_2315,chr16,60174,149426
Peak_2316,chr11,72778,129625
Peak_2317,chr22,12039,119208
Peak_2318,chr5,37610,155585
Peak_2319,chr11,98026,136694
Peak_2320,chr12,16730,175404
Peak_2321,chr12,51798,185304
Peak_2322,chr13,53080,153963
Peak_2323,chr16,20317,108954
Peak_2324,chr6,77584,180559
Peak_2325,chr3,26102,114969
Peak_2326,chr21,42296,155023
Peak_2327,chr5,27943,144356
Peak_2328,chr7,47520,171511
Peak_2329,chr14,13017,152004
Peak_2330,chr13,99568,120984
Peak_2331,chr7,86857,164634
Peak_2332,chr11,60551,193272
Peak_2333,chr2,55435,174111
Peak_2334,chr11,45460,197236
Peak_2335,chr14,2545,143602
Peak_2336,chr21,28912,113933
Peak_2337,chr21,46688,106489
Peak_2338,chr21,64549,118406
Peak_2339,chr5,29328,124961
Peak_2340,chr4,57820,171853
Peak_2341,chr12,62915,198233
Peak_2342,chr17,1390,199669
Peak_2343,chr18,49783,130466
Peak_2344,chr6,19431,139441
Peak_2345,chr2,31145,142752
Peak_2346,chr19,90899,172105
Peak_2347,chr4,82413,198473
Peak_2348,chr7,18430,138836
Peak_2349,chr19,43641,172393
Peak_2350,chr18,92609,144534
Peak_2351,chr19,19114,137428
Peak_2352,chr3,71081,100149
Peak_2353,chr8,24845,147510
Peak_2354,chr17,49611,182975
Peak_2355,chr17,20150,141006
Peak_2356,chr8,4239,179627
Peak_2357,chr10,52044,161788
Peak_2358,chr19,76848,133704
Peak_2359,chr18,2923,158315
Peak_2360,chr14,43380,105722
Peak_2361,chr8,46845,163950
Peak_2362,chr16,87017,185920
Peak_2363,chr14,73012,199837
Peak_2364,chr8,2140,181977
Peak_2365,chr4,80471,130430
Peak_2366,chr12,2381,181958
Peak_2367,chr22,87692,182944
Peak_2368,chr13,11578,132652
Peak_2369,chr5,78399,124345
Peak_2370,chr19,38730,161592
Peak_2371,chr11,93237,134939
Peak_2372,chr21,86586,164080
Peak_2373,chr15,60572,130370
Peak_2374,chr14,3325,103458
Peak_2375,chr18,65866,102940
Peak_2376,chr21,59569,140106
Peak_2377,chr6,74481,122899
Peak_2378,chr12,13773,178506
Peak_2379,chr12,81593,110468
Peak_2380,chr2,31204,103319
Peak_2381,chr4,24283,142821
Peak_2382,chr10,55939,136863
Peak_2383,chr9,75657,124529
Peak_2384,chr15,65527,130459
Peak_2385,chr15,77201,135429
Peak_2386,chr19,68469,179619
Peak_2387,chr6,2234,177675
Peak_2388,chr7,4722,129499
Peak_2389,chr20,53301,163529
Peak_2390,chr10,71902,117437
Peak_2391,chr1,36260,160525
Peak_2392,chr12,37428,158920
Peak_2393,chr7,27411,139902
Peak_2394,chr17,66970,130617
Peak_2395,chr13,77872,197617
Peak_2396,chr5,88439,160465
Peak_2397,chr2,72287,161205
Peak_2398,chr11,25363,126662
Peak_2399,chr4,54091,152697
Peak_2400,chr17,97883,102821
Peak_2401,chr5,82808,154214
Peak_2402,chr20,79738,189446
Peak_2403,chr16,13981,130510
Peak_2404,chr16,26608,135010
Peak_2405,chr17,48137,118115
Peak_2406,chr12,71882,148950
Peak_2407,chr12,98800,155305
Peak_2408,chr18,1535,145366
Peak_2409,chr4,54043,153037
Peak_2410,chr1,42859,163257
Peak_2411,chr22,1706,122641
Peak_2412,chr3,84771,198011
Peak_2413,chr22,13893,175421
Peak_2414,chr21,39211,178441
Peak_2415,chr20,78899,144919
Peak_2416,chr15,63393,163533
Peak_2417,chr14,93707,193558
Peak_2418,chr21,33522,108146
Peak_2419,chr9,58615,119026
Peak_2420,chr11,53833,149041
Peak_2421,chr14,60145,161355
Peak_2422,chr9,30639,172485
Peak_2423,chr18,4305,183563
Peak_2424,chr20,40785,142475
Peak_2425,chr17,77755,141380
Peak_2426,chr19,62229,161161
Peak_2427,chr8,45127,122182
Peak_2428,chr20,50427,164068
Peak_2429,chr14,21209,148560
Peak_2430,chr8,68147,107049
Peak_2431,chr1,34457,106829
Peak_2432,chr7,14754,120491
Peak_2433,chr8,34408,176233
Peak_2434,chr2,29652,106603
Peak_2435,chr9,16047,125699
Peak_2436,chr1,99097,198041
Peak_2437,chr4,2181,115999
Peak_2438,chr13,9575,135274
Peak_2439,chr21,58107,125710
Peak_2440,chr13,71466,127143
Peak_2441,chr10,55468,195942
Peak_2442,chr15,87288,199635
Peak_2443,chr9,47325,183975
Peak_2444,chr12,71629,177293
Peak_2445,chr11,69092,153842
Peak_2446,chr22,63128,120431
Peak_2447,chr7,31039,168910
Peak_2448,chr19,99460,172279
Peak_2449,chr6,40183,137462
Peak_2450,chr14,21783,133601
Peak_2451,chr3,14819,183356
Peak_2452,chr8,29145,132984
Peak_2453,chr6,8481,115719
Peak_2454,chr10,27845,114612
Peak_2455,chr8,60545,119300
Peak_2456,chr14,18539,180673
Peak_2457,chr21,46210,112059
Peak_2458,chr17,26128,166422
Peak_2459,chr11,45029,137116
Peak_2460,chr3,34903,109605
Peak_2461,chr14,50032,184963
Peak_2462,chr6,57336,188663
Peak_2463,chr16,44512,116185
Peak_2464,chr17,75603,155967
Peak_2465,chr9,40327,193560
Peak_2466,chr20,38980,175569
Peak_2467,chr12,94418,130675
Peak_2468,chr18,72466,174583
Peak_2469,chr17,44894,107205
Peak_2470,chr20,99042,153236
Peak_2471,chr14,94972,125038
Peak_2472,chr3,88100,170458
Peak_2473,chr8,13196,181440
Peak_2474,chr7,16836,123228
Peak_2475,chr20,31085,193318
Peak_2476,chr20,41754,197180
Peak_2477,chr7,3978,168639
Peak_2478,chr20,66564,188263
Peak_2479,chr8,85847,136605
Peak_2480,chr8,34597,116932
Peak_2481,chr3,85484,157244
Peak_2482,chr17,46569,198656
Peak_2483,chr18,74771,128019
Peak_2484,chr13,6790,189206
Peak_2485,chr17,93777,136133
Peak_2486,chr2,59545,183530
Peak_2487,chr8,51493,133581
Peak_2488,chr20,32705,170498
Peak_2489,chr13,54131,190758
Peak_2490,chr9,12690,164827
Peak_2491,chr14,31330,179692
Peak_2492,chr16,73589,109104
Peak_2493,chr12,82613,118294
Peak_2494,chr7,85448,155249
Peak_2495,chr5,34052,104523
Peak_2496,chr1,69705,153574
Peak_2497,chr5,74225,163071
Peak_2498,chr12,1599,154973
Peak_2499,chr5,52128,105780
Peak_2500,chr18,4156,108831
Peak_2501,chr1,20344,159724
Peak_2502,chr15,83735,123434
Peak_2503,chr10,55742,131835
Peak_2504,chr21,42215,113315
Peak_2505,chr18,40680,136530
Peak_2506,chr7,82469,162262
Peak_2507,chr19,90954,156480
Peak_2508,chr14,97532,117228
Peak_2509,chr22,47792,157266
Peak_2510,chr11,55705,187537
Peak_2511,chr6,15884,150527
Peak_2512,chr4,14843,144588
Peak_2513,chr21,93235,162300
Peak_2514,chr15,62449,107551
Peak_2515,chr1,71605,161786
Peak_2516,chr2,44014,123563
Peak_2517,chr7,16461,142895
Peak_2518,chr8,77137,121326
Peak_2519,chr17,79597,128010
Peak_2520,chr5,35327,156336
Peak_2521,chr7,98872,114189
Peak_2522,chr3,26026,126122
